motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M07082	Solyc06g083900.3	R2R3MYB transcription factor  13	Myb/SANT	AT1G06180	ATMYB13
M07082	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07083	Solyc02g076670.3	Myb domain, Homeodomain-like protein (AHRD V3.3 *** A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07083	Solyc03g006150.2	Myb domain, Homeodomain-like protein (AHRD V3.3 *-* A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07083	Solyc04g050070.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07083	Solyc05g055940.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07083	Solyc06g008200.3	Transcription repressor KAN1 (AHRD V3.3 *** A0A2G2X4M7_CAPBA)	Myb/SANT	AT4G28610	AtPHR1
M07083	Solyc06g051060.4	Homeodomain-like protein (AHRD V3.3 *-* A0A2U1NZT9_ARTAN)	Myb/SANT	AT2G40260	AT2G40260
M07083	Solyc06g066180.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8GUR4_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07083	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07083	Solyc09g072830.4	Transcription repressor KAN1 (AHRD V3.3 *** A0A2G2X4M7_CAPBA)	Myb/SANT	AT4G28610	AtPHR1
M07083	Solyc10g076460.2	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07083	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07083	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07084	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07084	Solyc03g005570.3	Myb-related transcription factor LBM2 (AHRD V3.3 *** Q9SLT1_TOBAC)	Myb/SANT	AT3G23250	ATMYB15
M07084	Solyc05g055030.2	R2R3MYB transcription factor 10	Myb/SANT	AT2G31180	ATMYB14
M07084	Solyc06g053610.3	R2R3MYB transcription factor 14	Myb/SANT	AT3G23250	ATMYB15
M07084	Solyc06g083900.3	R2R3MYB transcription factor  13	Myb/SANT	AT1G06180	ATMYB13
M07084	Solyc09g090130.3	R2R3MYB transcription factor 15	Myb/SANT	AT3G23250	ATMYB15
M07084	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07085	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07085	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07085	Solyc06g066180.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8GUR4_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07085	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07085	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07085	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07085	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07085	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07085	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07085	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07085	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07086	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07086	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07086	Solyc06g066180.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8GUR4_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07086	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07086	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07086	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07086	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07086	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07086	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07086	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07086	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07087	Solyc03g112890.1	R2R3MYB transcription factor	Myb/SANT	AT4G18770	AtMYB98
M07087	Solyc06g071520.1	Myb-related protein A (AHRD V3.3 *** A0A2G3C9U4_CAPCH)	Myb/SANT	AT4G18770	AtMYB98
M07088	Solyc03g112890.1	R2R3MYB transcription factor	Myb/SANT	AT4G18770	AtMYB98
M07088	Solyc06g071520.1	Myb-related protein A (AHRD V3.3 *** A0A2G3C9U4_CAPCH)	Myb/SANT	AT4G18770	AtMYB98
M07089	Solyc02g067340.4	R2R3MYB transcription factor  96	Myb/SANT	AT3G47600	ATMYB94
M07089	Solyc02g087960.3	R2R3MYB transcription factor  94	Myb/SANT	AT3G47600	ATMYB94
M07089	Solyc03g116100.3	R2R3MYB transcription factor 31	Myb/SANT	AT5G62470	ATMYB96
M07089	Solyc06g069850.3	R2R3MYB transcription factor 30	Myb/SANT	AT3G28910	ATMYB30
M07089	Solyc10g081490.2	R2R3MYB transcription factor 60	Myb/SANT	AT1G08810	AtMYB60
M07090	Solyc02g067340.4	R2R3MYB transcription factor  96	Myb/SANT	AT3G47600	ATMYB94
M07090	Solyc02g087960.3	R2R3MYB transcription factor  94	Myb/SANT	AT3G47600	ATMYB94
M07090	Solyc03g116100.3	R2R3MYB transcription factor 31	Myb/SANT	AT5G62470	ATMYB96
M07090	Solyc06g069850.3	R2R3MYB transcription factor 30	Myb/SANT	AT3G28910	ATMYB30
M07090	Solyc10g081490.2	R2R3MYB transcription factor 60	Myb/SANT	AT1G08810	AtMYB60
M07091	Solyc01g005660.3	R2R3MYB transcription factor 5	Myb/SANT	AT3G13540	ATMYB5
M07091	Solyc02g089190.2	R2R3MYB transcription factor 29	Myb/SANT	AT3G30210	ATMYB121
M07091	Solyc03g119370.2	R2R3MYB transcription factor 62	Myb/SANT	AT1G68320	AtMYB62
M07091	Solyc05g009230.3	MYB transcription factor (AHRD V3.3 *-* B4FU27_MAIZE)	Myb/SANT	AT1G68320	AtMYB62
M07091	Solyc05g053150.2	R2R3MYB transcription factor 71	Myb/SANT	AT3G24310	ATMYB71
M07091	Solyc09g090790.3	R2R3MYB transcription factor 79	Myb/SANT	AT3G24310	ATMYB71
M07092	Solyc04g011650.3	Telomere binding protein (AHRD V3.3 *** A0JBS3_SOLLC)	Myb/SANT		
M07092	Solyc05g054410.4	telomere binding protein 1	Myb/SANT	AT5G13820	ATBP-1
M07092	Solyc06g005590.4	Telomere repeat-binding protein 4 (AHRD V3.3 *-* A0A2G3C540_CAPCH)	Myb/SANT	AT1G07540	TRFL2
M07092	Solyc06g076270.3	Telomere repeat-binding protein 2 (AHRD V3.3 *** A0A2G3CBM6_CAPCH)	Myb/SANT	AT1G07540	TRFL2
M07093	Solyc04g011650.3	Telomere binding protein (AHRD V3.3 *** A0JBS3_SOLLC)	Myb/SANT		
M07093	Solyc05g054410.4	telomere binding protein 1	Myb/SANT	AT5G13820	ATBP-1
M07093	Solyc06g005590.4	Telomere repeat-binding protein 4 (AHRD V3.3 *-* A0A2G3C540_CAPCH)	Myb/SANT	AT1G07540	TRFL2
M07093	Solyc06g076270.3	Telomere repeat-binding protein 2 (AHRD V3.3 *** A0A2G3CBM6_CAPCH)	Myb/SANT	AT1G07540	TRFL2
M07094	Solyc02g067340.4	R2R3MYB transcription factor  96	Myb/SANT	AT3G47600	ATMYB94
M07094	Solyc02g087960.3	R2R3MYB transcription factor  94	Myb/SANT	AT3G47600	ATMYB94
M07094	Solyc03g116100.3	R2R3MYB transcription factor 31	Myb/SANT	AT5G62470	ATMYB96
M07094	Solyc06g069850.3	R2R3MYB transcription factor 30	Myb/SANT	AT3G28910	ATMYB30
M07094	Solyc10g081490.2	R2R3MYB transcription factor 60	Myb/SANT	AT1G08810	AtMYB60
M07095	Solyc02g092930.1	R2R3MYB transcription factor  44	Myb/SANT	AT5G67300	ATMYB44
M07095	Solyc04g078420.1	R2R3MYB transcription factor 70	Myb/SANT	AT4G37260	ATMYB73
M07096	Solyc02g092930.1	R2R3MYB transcription factor  44	Myb/SANT	AT5G67300	ATMYB44
M07096	Solyc04g078420.1	R2R3MYB transcription factor 70	Myb/SANT	AT4G37260	ATMYB73
M07097	Solyc02g089190.2	R2R3MYB transcription factor 29	Myb/SANT	AT3G30210	ATMYB121
M07097	Solyc05g053150.2	R2R3MYB transcription factor 71	Myb/SANT	AT3G24310	ATMYB71
M07097	Solyc09g008390.3	R2R3MYB transcription factor 22	Myb/SANT	AT3G53200	AtMYB27
M07097	Solyc09g090790.3	R2R3MYB transcription factor 79	Myb/SANT	AT3G24310	ATMYB71
M07098	Solyc02g089190.2	R2R3MYB transcription factor 29	Myb/SANT	AT3G30210	ATMYB121
M07098	Solyc05g053150.2	R2R3MYB transcription factor 71	Myb/SANT	AT3G24310	ATMYB71
M07098	Solyc09g008390.3	R2R3MYB transcription factor 22	Myb/SANT	AT3G53200	AtMYB27
M07098	Solyc09g090790.3	R2R3MYB transcription factor 79	Myb/SANT	AT3G24310	ATMYB71
M07099	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07099	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07099	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07099	Solyc04g074170.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07099	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07099	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07099	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07100	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07100	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07100	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07100	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07101	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07101	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07101	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07101	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07102	Solyc01g087130.4	R2R3MYB transcription factor 47	Myb/SANT	AT3G08500	AtMYB83
M07102	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07102	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07102	Solyc02g082040.3	R2R3MYB transcription factor 56	Myb/SANT	AT3G12720	ATMYB67
M07102	Solyc03g025870.3	R2R3MYB transcription factor 19	Myb/SANT	AT5G52260	AtMYB19
M07102	Solyc03g112390.3	R2R3MYB transcription factor 86	Myb/SANT	AT5G26660	ATMYB86
M07102	Solyc03g121740.3	R2R3MYB transcription factor 26	Myb/SANT	AT3G13890	ATMYB26
M07102	Solyc05g008250.2	R2R3MYB transcription factor 76	Myb/SANT	AT1G22640	ATMYB3
M07102	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07102	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07102	Solyc06g071690.3	R2R3MYB transcription factor 50	Myb/SANT	AT5G26660	ATMYB86
M07102	Solyc08g081500.3	LETHM1	Myb/SANT	AT1G63910	AtMYB103
M07102	Solyc10g005240.3	R2R3MYB transcription factor 67	Myb/SANT	AT3G12720	ATMYB67
M07102	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07102	Solyc10g044680.2	R2R3MYB transcription factor 55	Myb/SANT	AT1G09540	ATMYB61
M07102	Solyc11g065840.3	R2R3MYB transcription factor  46	Myb/SANT	AT3G08500	AtMYB83
M07103	Solyc01g087130.4	R2R3MYB transcription factor 47	Myb/SANT	AT3G08500	AtMYB83
M07103	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07103	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07103	Solyc02g082040.3	R2R3MYB transcription factor 56	Myb/SANT	AT3G12720	ATMYB67
M07103	Solyc03g025870.3	R2R3MYB transcription factor 19	Myb/SANT	AT5G52260	AtMYB19
M07103	Solyc03g112390.3	R2R3MYB transcription factor 86	Myb/SANT	AT5G26660	ATMYB86
M07103	Solyc03g121740.3	R2R3MYB transcription factor 26	Myb/SANT	AT3G13890	ATMYB26
M07103	Solyc05g008250.2	R2R3MYB transcription factor 76	Myb/SANT	AT1G22640	ATMYB3
M07103	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07103	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07103	Solyc06g071690.3	R2R3MYB transcription factor 50	Myb/SANT	AT5G26660	ATMYB86
M07103	Solyc08g081500.3	LETHM1	Myb/SANT	AT1G63910	AtMYB103
M07103	Solyc10g005240.3	R2R3MYB transcription factor 67	Myb/SANT	AT3G12720	ATMYB67
M07103	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07103	Solyc10g044680.2	R2R3MYB transcription factor 55	Myb/SANT	AT1G09540	ATMYB61
M07103	Solyc11g065840.3	R2R3MYB transcription factor  46	Myb/SANT	AT3G08500	AtMYB83
M07104	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07104	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07104	Solyc06g053610.3	R2R3MYB transcription factor 14	Myb/SANT	AT3G23250	ATMYB15
M07104	Solyc07g054840.4	R2R3MYB transcription factor 41	Myb/SANT	AT4G21440	ATM4
M07104	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07104	Solyc09g090130.3	R2R3MYB transcription factor 15	Myb/SANT	AT3G23250	ATMYB15
M07104	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07104	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07104	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07105	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07105	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07105	Solyc06g053610.3	R2R3MYB transcription factor 14	Myb/SANT	AT3G23250	ATMYB15
M07105	Solyc07g054840.4	R2R3MYB transcription factor 41	Myb/SANT	AT4G21440	ATM4
M07105	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07105	Solyc09g090130.3	R2R3MYB transcription factor 15	Myb/SANT	AT3G23250	ATMYB15
M07105	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07105	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07105	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07106	Solyc01g010910.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07106	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07106	Solyc02g088190.4	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07106	Solyc04g005600.3	Transcription factor (AHRD V3.3 *** A0A2G2Z3S3_CAPAN)	Myb/SANT	AT5G15310	ATMIXTA
M07106	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07106	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07106	Solyc07g054840.4	R2R3MYB transcription factor 41	Myb/SANT	AT4G21440	ATM4
M07106	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07106	Solyc08g076710.3	R2R3MYB transcription factor 39	Myb/SANT	AT5G16770	AtMYB9
M07106	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07106	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07106	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07107	Solyc01g010910.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07107	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07107	Solyc02g088190.4	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07107	Solyc04g005600.3	Transcription factor (AHRD V3.3 *** A0A2G2Z3S3_CAPAN)	Myb/SANT	AT5G15310	ATMIXTA
M07107	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07107	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07107	Solyc07g054840.4	R2R3MYB transcription factor 41	Myb/SANT	AT4G21440	ATM4
M07107	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07107	Solyc08g076710.3	R2R3MYB transcription factor 39	Myb/SANT	AT5G16770	AtMYB9
M07107	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07107	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07107	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07108	Solyc03g112890.1	R2R3MYB transcription factor	Myb/SANT	AT4G18770	AtMYB98
M07108	Solyc06g071520.1	Myb-related protein A (AHRD V3.3 *** A0A2G3C9U4_CAPCH)	Myb/SANT	AT4G18770	AtMYB98
M07109	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07109	Solyc06g083900.3	R2R3MYB transcription factor  13	Myb/SANT	AT1G06180	ATMYB13
M07109	Solyc07g054840.4	R2R3MYB transcription factor 41	Myb/SANT	AT4G21440	ATM4
M07109	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07109	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07109	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07110	Solyc08g068320.3	Myb (AHRD V3.3 *** Q948S5_TOBAC)	Myb/SANT	AT4G32730	ATMYB3R-1
M07110	Solyc11g071300.2	Myb (AHRD V3.3 *** Q948S6_TOBAC)	Myb/SANT	AT4G32730	ATMYB3R-1
M07111	Solyc08g068320.3	Myb (AHRD V3.3 *** Q948S5_TOBAC)	Myb/SANT	AT4G32730	ATMYB3R-1
M07111	Solyc11g071300.2	Myb (AHRD V3.3 *** Q948S6_TOBAC)	Myb/SANT	AT4G32730	ATMYB3R-1
M07112	Solyc01g108300.3	Two-component response regulator ARR18 (AHRD V3.3 *** A0A2G2W9W9_CAPBA)	Myb/SANT	AT2G03500	AT2G03500
M07112	Solyc02g090400.4	Myb family transcription factor (AHRD V3.3 *** A0A2I0WBC3_9ASPA)	Myb/SANT	AT2G03500	AT2G03500
M07112	Solyc05g009720.3	Myb-like transcription factor family protein (AHRD V3.3 *** A0A1P8AW12_ARATH)	Myb/SANT	AT1G68670	AT1G68670
M07112	Solyc12g006800.2	myb family transcription factor EFM-like (AHRD V3.3 *** A0A2I4HNH6_9ROSI)	Myb/SANT	AT2G03500	AT2G03500
M07113	Solyc01g108300.3	Two-component response regulator ARR18 (AHRD V3.3 *** A0A2G2W9W9_CAPBA)	Myb/SANT	AT2G03500	AT2G03500
M07113	Solyc02g090400.4	Myb family transcription factor (AHRD V3.3 *** A0A2I0WBC3_9ASPA)	Myb/SANT	AT2G03500	AT2G03500
M07113	Solyc05g009720.3	Myb-like transcription factor family protein (AHRD V3.3 *** A0A1P8AW12_ARATH)	Myb/SANT	AT1G68670	AT1G68670
M07113	Solyc12g006800.2	myb family transcription factor EFM-like (AHRD V3.3 *** A0A2I4HNH6_9ROSI)	Myb/SANT	AT2G03500	AT2G03500
M07114	Solyc02g092930.1	R2R3MYB transcription factor  44	Myb/SANT	AT5G67300	ATMYB44
M07114	Solyc04g078420.1	R2R3MYB transcription factor 70	Myb/SANT	AT4G37260	ATMYB73
M07115	Solyc01g111500.3	R2R3MYB transcription factor  7	Myb/SANT	AT4G38620	ATMYB4
M07115	Solyc05g008250.2	R2R3MYB transcription factor 76	Myb/SANT	AT1G22640	ATMYB3
M07115	Solyc06g065100.3	R2R3MYB transcription factor 3	Myb/SANT	AT4G38620	ATMYB4
M07115	Solyc08g008480.4	R2R3MYB transcription factor 4	Myb/SANT	AT3G13540	ATMYB5
M07115	Solyc08g082890.3	R2R3MYB transcription factor  9	Myb/SANT	AT2G16720	ATMYB7
M07115	Solyc10g055410.2	R2R3MYB transcription factor 32	Myb/SANT	AT4G38620	ATMYB4
M07115	Solyc12g049300.2	R2R3MYB transcription factor 54	Myb/SANT	AT1G22640	ATMYB3
M07115	Solyc12g049350.2	R2R3MYB transcription factor 11	Myb/SANT	AT2G47460	ATMYB12
M07116	Solyc08g068320.3	Myb (AHRD V3.3 *** Q948S5_TOBAC)	Myb/SANT	AT4G32730	ATMYB3R-1
M07116	Solyc09g010820.3	Myb-related protein 3R-1 (AHRD V3.3 *** A0A2G2VTL7_CAPBA)	Myb/SANT	AT5G02320	ATMYB3R5
M07117	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07117	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07117	Solyc03g098320.4	Protein REVEILLE 1 (AHRD V3.3 *** A0A2G2XWA2_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07117	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07117	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07118	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07118	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07118	Solyc03g098320.4	Protein REVEILLE 1 (AHRD V3.3 *** A0A2G2XWA2_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07118	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07118	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07120	Solyc01g009070.3	gamyb-like 1	Myb/SANT	AT3G11440	ATMYB65
M07120	Solyc06g073640.4	GAMYB-like2	Myb/SANT	AT3G11440	ATMYB65
